file_name,caption
train/The Elder Scrolls IV_ Oblivion/frame_0309.png,"a screenshot from a video game shows a person riding a white horse with a long tail, surrounded by green trees and a blue sky the person wears a red hat and has a white leg"
train/The Elder Scrolls IV_ Oblivion/frame_0310.png,"a screenshot from a video game shows a white horse standing in front of a stone and gray building, with a distant mountain and blue sky in the background the horse ' s long white tail"
train/The Elder Scrolls IV_ Oblivion/frame_0311.png,"a screenshot from a video game shows a white horse with a long gray tail and a red hat, standing in front of a distant mountain and a blue sky in the background, there is"
train/The Elder Scrolls IV_ Oblivion/frame_0312.png,"a screenshot from a video game shows a person riding a white horse under a blue sky, with a green tree in the background and a dark shadow cast on the ground"
train/The Elder Scrolls IV_ Oblivion/frame_0313.png,"a screenshot from a video game shows a person riding a white horse under a blue sky, surrounded by green trees a gold sign is visible in the background"
train/The Elder Scrolls IV_ Oblivion/frame_0314.png,"a screenshot from a video game shows a white horse standing in front of a stone building, with a green tree in the background and a blue sky above"
train/The Elder Scrolls IV_ Oblivion/frame_0315.png,"a screenshot from a video game shows a person riding a white horse under a blue sky, with a green tree in the background and a dark shadow cast on the ground"
train/The Elder Scrolls IV_ Oblivion/frame_0316.png,"a screenshot from a video game shows a man riding a white horse in front of a stone and gray building, with a gold sign in the background and a dark shadow cast on the ground"
train/The Elder Scrolls IV_ Oblivion/frame_0317.png,"a screenshot from a video game shows a white horse standing in front of a stone archway, with a green tree in the background and a blue sky above"
train/The Elder Scrolls IV_ Oblivion/frame_0318.png,"a screenshot from a video game shows a scene with a green tree and blue sky in the background in the foreground, there is a white horse standing next to a small hut with a"
train/The Elder Scrolls IV_ Oblivion/frame_0319.png,"a screenshot from a video game shows a white sign and a white wall in the background, with a black and brown horse standing in the foreground a white number is also visible on the"
train/The Elder Scrolls IV_ Oblivion/frame_0320.png,"a screenshot from a video game shows a map with various objects including a white sign, a black and white sign, and a white wall"
train/The Elder Scrolls IV_ Oblivion/frame_0321.png,a screenshot from a video game shows a white horse standing in a field surrounded by green trees and grass under a blue sky a white sign is visible in the background
train/The Elder Scrolls IV_ Oblivion/frame_0322.png,"a screenshot from a video game shows a dirt road winding through a lush green landscape, with tall trees and a blue sky in the background a white horse stands nearby, casting a dark shadow"
train/The Elder Scrolls IV_ Oblivion/frame_0323.png,"a screenshot from a video game shows a white horse standing in front of a wood fence, surrounded by green trees and grass under a blue sky a white sign is visible in the background"
train/The Elder Scrolls IV_ Oblivion/frame_0324.png,"a screenshot from a video game shows a character riding a white horse through a lush green landscape, with tall trees and a large rock in the background the character wears a red hat and has"
train/The Elder Scrolls IV_ Oblivion/frame_0325.png,"a screenshot from a video game shows a white horse standing in a field surrounded by green trees and a blue sky in the background, there are two large rocks, one gray and one white"
train/The Elder Scrolls IV_ Oblivion/frame_0326.png,"a screenshot from a video game shows a white horse with a long tail walking down a path surrounded by green trees and grass, with a white sign in the background and a dark shadow cast"
train/The Elder Scrolls IV_ Oblivion/frame_0327.png,"a screenshot from a video game shows a white horse with a long tail standing in a field surrounded by tall green trees and a large rock a white sign with the text d, d,"
train/The Elder Scrolls IV_ Oblivion/frame_0328.png,"a screenshot from a video game shows a person standing on a path surrounded by green trees and grass, with a white sign in the background and a dark shadow cast on the ground"
train/The Elder Scrolls IV_ Oblivion/frame_0329.png,"a screenshot from a video game shows a person riding a white horse through a lush green landscape, with a wood fence and trees in the background the person wears a red hat and has a"
train/The Elder Scrolls IV_ Oblivion/frame_0330.png,"a screenshot from a video game shows a person riding a white horse through a scenic landscape of green trees, a wood fence, and a blue sky the horse has a long white tail and"
train/The Elder Scrolls IV_ Oblivion/frame_0331.png,"a screenshot from a video game shows a stone building with a wood and brown door, surrounded by green trees a white horse with a long tail stands in front of the building, while a"
train/The Elder Scrolls IV_ Oblivion/frame_0332.png,"a screenshot from a video game shows a stone building with arched windows and a wood door, surrounded by green trees a white horse with a long tail stands in front of the building, while"
train/The Elder Scrolls IV_ Oblivion/frame_0333.png,"a screenshot from a video game shows a white envelope with text about the history of the game and its development, as well as various other objects including a game controller, a keyboard, and"
train/The Elder Scrolls IV_ Oblivion/frame_0334.png,a screenshot from a video game shows a white wall with text that reads you ' re going to have fun and a red arrow pointing to the right indicating that you ' re going to have
train/The Elder Scrolls IV_ Oblivion/frame_0335.png,"a screenshot from a video game shows a staircase leading up to a stone building, with a glass window on the left and a stone wall on the right the stairs are made of concrete and"
train/The Elder Scrolls IV_ Oblivion/frame_0336.png,"a screenshot from a video game shows a bald man with a large nose and closed mouth, standing in front of a glass window his small ears are visible on either side of his head"
train/The Elder Scrolls IV_ Oblivion/frame_0337.png,"a screenshot from a video game shows a menu with various options, including a button to select a character, a button to select a character, and a button to select a character ' s"
train/The Elder Scrolls IV_ Oblivion/frame_0338.png,"a screenshot from a video game shows a person holding a sword, with a red and white striped shirt and a black and white hat visible in the background"
train/The Elder Scrolls IV_ Oblivion/frame_0339.png,"a screenshot from a video game shows a man sitting on a chair in front of a glass window, with a white hand visible on the left side of the image"
train/The Elder Scrolls IV_ Oblivion/frame_0340.png,"a screenshot from a video game shows a man sitting on a wooden bench in front of a glass window, with a hand visible in the foreground"
